tweet,sentimen,clean_tweet
"Dalam debat @jokowi --melakukan kesalahan fatal--  seharusnya @jokowi juga bilang bahwa harga listrik Indonesia adalah salah satu yg termurah di dunia, ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit, mereka pasti simpati ke Sandi",negatif,debat jokowi laku salah fatal jokowi bilang harga listrik indonesia salah satu murah dunia ingat nonton acara debat rakyat wawas sedikit simpati sandi
Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459,positif,tumbuh ekonomi imbang perata jokowi sekali pictwittercomsgvizr
"Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦",netral,tidak_cuma cek harga jokowi baik pasar jokowikyaimaruf jokowikhmarufunggulankita derindiprofm interbar a
Basicnya cuma pengusaha. Hnya mencakup perusahaan kecil. Makanya si uno mana paham ekonomi makro ttg pengelolaan negara. Malah di kasih contoh kesusahan ibu2..ngakak gue dengernya,positif,basicnya cuma usaha hnya cakup usaha kecil makanya si uno mana paham ekonomi makro ttg kelola negara malah kasih contoh susah ibungakak dengernya
Nih pak presiden dan panglima tertinggi yang sebenarnya yg bisa menghargai pendahulunya @SBYudhoyono @prabowo  https://twitter.com/AndiArief__/status/1117262020338831360Â â€¦,positif,pak presiden panglima tinggi benar harga dahulu sbyudhoyono prabowo
"Satu poin, pak Jokowi bukan penghianat bangsa yg nimbun harta di luar demi menghindari pajak lalu bicara di podium yg ekonomi makro mikro aja gak ngeh, gebrak2 teriak bajingan katanya 1% elit itu bajingan dan dia sama pasangannya bagian dari 1% itu, saya mau mandi Udah ya mbulet",positif,satu poin pak jokowi bukan_penghianat bangsa nimbun harta luar hindar pajak lalu bicara podium ekonomi makro mikro gak_ngeh gebrak teriak bajing kata elit bajing sama pasang bagi mandi udah mbulet
"Yg dibutuhkan seorang pemimpin itu bukan pencitraan gaji dihibahkan tapi kemampuan utk menhelola negara, hal itu tdk ada dlm diri prabowo sandi",negatif,butuh orang pimpin bukan_citra gaji hibah mampu menhelola negara tidak_diri prabowo sandi
Pancasila harga mati bravo pak presiden @jokowi  pic.twitter.com/knQYLidaeC,positif,pancasila harga mati bravo pak presiden jokowi pictwittercomknqylidaec
"Pajak itu bisa bocor karena dari manusia untuk negara. Zakat itu kalo mau bikin bocor pasti mikir, soalnya resiko diumumkan di masjid dan mushala... #BeraniPilih02",netral,pajak bocor manusia negara zakat kalo bikin bocor mikir soal resiko umum masjid mushala beranipilih
Sudah terbukti di wagub DKI gaji gak diambil..... Emang debat jualan bakso anaknya diangkat...... Saham games juga diangkat. Emang rakyat kenyang main games.... Kocak betul kelas presiden,positif,bukti wagub dki gaji gak_ambil emang debat jual bakso anak angkat saham games angkat emang rakyat kenyang main games kocak betul kelas presiden
"Tentu saja ada pengaruhnya gblk, game itu peluang bisnis, bisa juga menciptakan lapangan kerja. Di jepang, game itu jadi salah satu penggerak ekonominya. Negara bisa ambil pajak yg lumayan itu",positif,pengaruh gblk game peluang bisnis cipta lapang kerja jepang game jadi salah satu gerak ekonomi negara ambil pajak lumayan
Cagar alam kamojang di turunkan statusnya demi ekonomi. Apakah presiden nanti membiarkan atau mempertahankan hmmm,negatif,cagar alam kamojang turun status ekonomi presiden biar tahan hmmm
Pertanyaan jokowi masalah e sport sama meubel lejen kan udah d jawab pak sandi. Pak prabowo hanya menegaskan akan lebih fokus ke swasembada pangan drpd ekonomi digital,netral,tanya jokowi masalah e sport sama meubel lejen kan udah d jawab pak sandi pak prabowo tegas lebih fokus swasembada pangan drpd ekonomi digital
"Arah Pembangunan Ekonomi Salah, Prabowo-Sandi Ingin Referendum Ekonomi  https://ekbis.sindonews.com/read/1395738/33/arah-pembangunan-ekonomi-salah-prabowo-sandi-ingin-referendum-ekonomi-1555233172?utm_source=dlvr.it&utm_medium=referralÂ â€¦",netral,arah bangun ekonomi salah prabowosandi referendum ekonomi
"Nah kan, buanyak beeng yg nyinyirin ttg janji Pak @prabowo dan Bang @sandiuno gak akan ambil gaji. Miris liat kelakuan orang2 yg jempolnya loncer kek gini. Gak tau ya, nyinyirin orang shodaqoh itu ciri2 munafiqun? Lihat At Tawbah : 79  #UASdifitnahKejiDanBrutal",negatif,nah kan buanyak beeng nyinyirin ttg janji pak prabowo bang sandiuno gak_ambil gaji miris liat laku orang jempol loncer kek gin gak_tau nyinyirin orang shodaqoh ciri munafiqun lihat at tawbah uasdifitnahkejidanbrutal
Ahaha dikuliahin pakde ekonomi makro....,positif,ahaha dikuliahin pakde ekonomi makro
Yg kami butuhkan adalah harga sembako yg terjangkau....bukam game mobile legend yg membuat anak2 kami malas beljar,negatif,butuh harga sembako terjangkaubukam game mobile legend buat anak malas beljar
Lah pak prabowo ama sandi dr awal udah kaya... Berapa sih gaji ama tunjangan nya setahun.... Ga ada apa2nya dibandingkan penghasilan dr usaha2 yg mereka punya....teko klo dituang bakal ngeluarin isi di dalamnya... Klo pikiran lo negatif ya yg keluar juga negatif ky gini,positif,lah pak prabowo ama sandi awal udah kaya berapa sih gaji ama tunjang nya tahun tidak_apa banding hasil usaha punyateko klo tuang bakal ngeluarin isi dalam klo pikir lo negatif keluar negatif ky gin
"Itu pasti salah Jokowi, kenapa gak bisa menurunkan atau paling gak menstabilkan harga toge ... Kalo masih blm bisa juga, ya se-nggak nya bikin kebijakan penjual toge di Eslen yg ngomel pas dikomplen harga mahal kena sanksi pidana.",negatif,salah jokowi gak_turun paling gak_stabil harga toge kalo belum_senggak nya bikin bijak jual toge eslen ngomel pas dikomplen harga mahal kena sanksi pidana
Tetapi tetap tdk bisa kebijakan ekonomi nasional hanya di dasarkan pada 1 - 2 orang yg mengeluh harga2 mahal. Mau di bawa ke mana ekonomi negara ini..?,negatif,tetap tidak_bijak ekonomi nasional dasar orang keluh harga mahal bawa mana ekonomi negara
"Nilai ekonomi seperti peningkatan pariwisata, peningkatan kesempatan kerja, peningkatan kesempatan usaha, promosi kota penyelenggaraan, dan penciptaan nilai tambah ekonomi juga diraih negara sebagi penyelenggara Asian Games 2018. Jokowi hebat! Jokowi sekali lagi!",netral,nilai ekonomi tingkat pariwisata tingkat sempat kerja tingkat sempat usaha promosi kota selenggara cipta nilai tambah ekonomi raih negara bagi selenggara asi games jokowi hebat jokowi sekali
tp kenapa  fokus akan hal begitu  unicorn lah dll tidak selama nya dunia digital baik  contoh ecomerce  memamg harga lebih murah tapi memutus mata rantai distribusi sehinga distributor bisa menjual langsung barg sehingga masarakat tdk dpt kebagaian keutungan sbgai pengecer   :/,netral,fokus unicorn lah tidak_lama nya dunia digital baik contoh ecomerce memamg harga lebih murah putus mata rantai distribusi sehinga distributor jual langsung barg masarakat tidak_bagai keutungan sbgai ecer
Utang prabowo bwjibun  ..bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil....busyeettt  jngn2 utang bebas ngk dibayar jemarin2 sdh minta dipailitkan biar ngk bayar  tp pemerintah ngk mau  mk bwrambiai mengumbar janji  https://twitter.com/detikcom/status/1117096276737306625Â â€¦,negatif,utang prabowo bwjibun bukan_utng ln lho utang pribadi puluh triltun jadi gaji ngk diambilbusyeettt jngn utang bebas ngk bayar jemarin minta pailit biar ngk bayar perintah ngk mk bwrambiai umbar janji
"Setuju sama mba @n_alfah jujur aku kagum sama UAH sama ilmu dan tutur katanya, dan aku hargain pilihan beliau itu haknya. Tp kalo soal masuk surga kan beda ya padahal beliau selalu ngingetin ""kita bukan siapa-siapa gada jaminan kita langsung masuk surga"" jadi agak gimana gituh :(",positif,tuju sama mba nalfah jujur kagum sama uah sama ilmu tutur kata hargain pilih beliau hak kalo soal masuk surga kan beda padahal beliau selalu ngingetin bukan_siapasiapa gada jamin langsung masuk surga jadi gimana gituh
"Iya paham kancah internasional.  Siapa yg liat satu arah? Cuma menekankan fokusnya prabowo tuh bukan di e-sport. Beliau mempersilakan itu, tp menegaskan hal vital pangan, masalah petani dan nelayan yg hrs jd fokus krn salah satu dasar kemajuan ekonomi ðŸ‘ðŸ»",netral,iya paham kancah internasional siapa liat satu arah cuma tekan fokus prabowo tuh bukan_esport beliau sila tegas vital pangan masalah tani nelayan jadi fokus salah satu dasar maju ekonomi
"Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..",netral,pimpin negara tidak_gaji paus fransiskus vatikan donald trump usa april tiga prabowosandi satu asia
"Infrastruktur itu penting untuk perekonomian dan pemerataan,tapi ingat membangun itu semua tidaklah gratis,semua dibangun melalui hutang dan dibayar melalui pajak ke rakyat,.jagalah amanah rakyat jika terpilih kembali dan jangan kamu menghianati demokrasi,.sehat selalu presidenku",positif,infrastruktur penting ekonomi pemerataantapi ingat bangun semua tidak_gratissemua bangun lalu hutang bayar lalu pajak rakyatjagalah amanah rakyat pilih jangan_kamu menghianati demokrasisehat selalu presiden
"Gw penasaran siapa yg angkat isu soal ESport ke jokowi, ini orang kejam banget memberikan isu soal ini, coba pikir apa dampaknya buat ekonomi, emak2, kesejahteraan.....gak ada, ZERO  Let me said to those whistleblower ...youre fakiiingggg idiot bruh",negatif,penasaran siapa angkat isu soal esport jokowi orang kejam banget beri isu soal coba pikir apa dampak buat ekonomi emak kesejahteraangak zero let me said to those whistleblower youre fakiiingggg idiot bruh
Prabowo-Sandi: Tak akan ambil gajinya sepersen pun jika terpilih.   Gaji yang mereka terima akan berikan ke kaum yatim dan dhuafa.  Sungguh mulia hati pemimpin kita ini.. Allahu Akbar..!    https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8XjqeÂ â€¦,positif,prabowosandi tidak_ambil gaji persen pilih gaji terima ikan kaum yatim dhuafa sungguh mulia hati pimpin allahu akbar
Tapi yang pasti aku lebih tertarik sama programnya jokowi terutama yang trans sumatera. Karna aku mau bgt ekonomi sumatera jauh berkembang dr sekarang.,positif,lebih tarik sama program jokowi utama trans sumatera karna banget ekonomi sumatera jauh kembang sekarang
Yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik 900 w udah gitu aja... Kok kalian pendukung si jae yang ga setuju.. Kami pendukung prabowo sandi setuju aja kok.. Dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye.. Ga kayak si jae,positif,penting prabowo sandi komitmen turun harga listrik w udah gitu kok kalian dukung si jae tidak_tuju dukung prabowo sandi tuju kok moga pak prabowo pimpin tepat janji kampanye tidak_kayak si jae
Pasti...TPS (tusuk Prabowo sandi ) NKRI harga mati...!!!,positif,pastitps tusuk prabowo sandi nkri harga mati
Prabowo lupa kalau ekonomi Indonesia hancur karena suharto menjajah Indonesia 32 th sehingga dilengser kan oleh rakyat. Dan prabowo adalah menantu suharto saat itu,negatif,prabowo lupa kalau ekonomi indonesia hancur suharto jajah indonesia th lengser kan rakyat prabowo menantu suharto
"Yg di bahas ekonomi makro,ekonomi negara sprti bumn, pertambangan, export, import.",netral,bahas ekonomi makroekonomi negara sprti bumn tambang export import
Gaji Prabowo-Sandi tidak akan diambil sepeserpun..membuktikan kalau beliau mmg berjuang utk kepentingan rakyat bangsa dan negara.,positif,gaji prabowosandi tidak_ambil sepeserpunmembuktikan kalau beliau mmg juang penting rakyat bangsa negara
"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc",netral,prabowosandi komit tidak_ambil gaji allah swt baik prabowosandi indonesia beri luas komit tidak_ambil gaji setor negara sandiuno tusukprabowosandi pictwittercomfstusgwkc
"Negara China sebentar lagi jadi negara adikuasa ekonomi, supaya kita tidak hanya jadi obyek kemajuan ekonomi mereka, kita perlu contoh kiat-kiat dan strategi yang mereka tempuh.   #UASdifitnahKejiDanBrutal",positif,negara china sebentar jadi negara adikuasa ekonomi tidak_jadi obyek maju ekonomi perlu contoh kiatkiat strategi tempuh uasdifitnahkejidanbrutal
"Ya drpd mikirin yg kyk gtu mending mikirin hal yg mendasar dulu dong,ekonomi dll,lha klo ketagihan game online bikin malas sgl nya,di suruh wirid ke masjid malah nongkrong di warnet,bergayalah sesuai isi kantong",netral,drpd mikirin kyk gtu mending mikirin dasar dulu dongekonomi dlllha klo tagih game online bikin malas sgl nyadi suruh wirid masjid malah nongkrong warnetbergayalah sesuai isi kantong
sebenernyaa apa motif pak prabowo dan bang sandi untuk jadi presiden dan wakil presiden kao ga mau dapet uang gajian untuk balik modal kampanye...??? #DebatPilpres2019 #JokowiMenangTotalDebat,negatif,sebenernyaa apa motif pak prabowo bang sandi jadi presiden wakil presiden kao tidak_uang gaji balik modal kampanye debatpilpres jokowimenangtotaldebat
"EH BEGO! LU TAU GA SEKARANG BANYAK PERUSAHAAN FINTECH BISA BELI COIN, DIAMOND DLL.. LU TAU GA KALAU SEKARANG IKLAN LEBIH MILIH MASANG DI APLIKASI MILENIAL BUAT JARING KONSUMEN? LU TAU GA PENDAPATAN NEGARA DARI PAJAK INTERNET LU? LU SEKARANG PERUSAHAAN IT BERLOMBA BIKIN GAMES?",negatif,eh bego kamu tau tidak_sekarang banyak usaha fintech beli coin diamond kamu tau tidak_kalau sekarang iklan lebih milih masang aplikasi milenial buat jaring konsumen kamu tau tidak_dapat negara pajak internet kamu kamu sekarang usaha it lomba bikin games
"Setelah gagal mewujudkan pertumbuhan ekonomi sebesar 7%,bapak sekarang mengaku tak masalah ya? bila CEO membuat target pertumbuhan 7 persen tapi hanya tercapai 5%,ya meminta maaf dong,bukan minta dua periode.",negatif,gagal wujud tumbuh ekonomi besar bapak sekarang aku tidak_masalah bila ceo buat target tumbuh persen capai minta maaf dongbukan minta periode
"Jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena Indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105782861150314496/photo/1 pic.twitter.com/y4PFLSTk8lÂ ",netral,jokowi tambah capai tumbuh perlu syukur indonesia tetap tumbuh meski kondisi ekonomi global sedang gejolak jokowikyaimaruf pictwittercomypflstkl
Kok gitu sih  salahkan Adi Prayitno menilai calon presiden nomor urut 02 blunder saat mengkritik buruknya performa ekonomi Indonesia  https://bit.ly/2GkwvoWÂ  @jokowi @wetliar86 #PrabowoSalahkanSBY Seenak jidat dia,positif,kok gitu sih salah adi prayitno nilai calon presiden nomor urut blunder kritik buruk performa ekonomi indonesia jokowi wetliar prabowosalahkansby enak jidat
Berkat Jokowi masa depan tampak suram bagi perekonomian rakyat Indonesia #jokowimediaoligarki,negatif,berkat jokowi masa depan tampak suram ekonomi rakyat indonesia jokowimediaoligarki
Asosiasi Pengusaha Bumiputera Nusantara Se Indonesia (ASPRINDO) beranggota 5.000 UMKM dukung Capres 02 Prabowo - Sandi karena program untuk bebaskan pajak usaha hingga keuntungan 3M #YourTurnBro @prabowo @sandiuno pic.twitter.com/47iY7eWle1,netral,asosiasi usaha bumiputera nusantara se indonesia asprindo anggota umkm dukung capres prabowo sandi program bebas pajak usaha hingga untung m yourturnbro prabowo sandiuno pictwittercomiyewle
"Memangnya pak jokowi ambil, dr jadi walikota solo pak jokowi nggak pernah ambil gajih, tp di sumbangkan",netral,memang pak jokowi ambil jadi walikota solo pak jokowi tidak_pernah ambil gajih sumbang
"Merinding ketika mendengar: ""Saya dan pak prabowo tdk akan menerima gaji kami dan akan disalurkan kepada dhuafa"" MasyaAllah",positif,merinding dengar pak prabowo tidak_terima gaji salur dhuafa masyaallah
"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?",negatif,lah naik pesawat sewa hotel terus ekonomi indonesia mana darurat
"Jika Menang, Prabowo-Sandi Tak Akan Ambil Gaji Mereka  https://smartcitymakassar.com/2019/04/14/jika-menang-prabowo-sandi-tak-akan-ambil-gaji-mereka/Â â€¦",netral,menang prabowosandi tidak_ambil gaji
"They don't expect that. Template debat mereka kan cuma ""dikuasai asing,"" ""naikan rasio pajak,"" ""harga mahal,"" dan ""bersama Prabowo Sandi.""",negatif,they dont expect that template debat kan cuma asai asing naik rasio pajak harga mahal sama prabowo sandi
Kemenangan indonesia adalah kemenangan  prabowo sandy ....indonesia makmur kedaulatan ekonomi pangan  hanya dg TPS  Kedaulatan negara hanya dg TPS,positif,menang indonesia menang prabowo sandy indonesia makmur daulat ekonomi pangan tps daulat negara tps
"JikaTerpilih, Prabowo â€“ Sandi Tak akan AmbilÂ Gaji  https://klikkabar.com/2019/04/14/jikaterpilih-prabowo-sandi-tak-akan-ambil-gaji/Â â€¦ pic.twitter.com/ippGUt379N",netral,jikaterpilih prabowo sandi tidak_ambil gaji pictwittercomippgutn
"Prabowo: Jangankan harta, jiwa raga saya akan saya berikan. Sandiaga: Gaji kami akan sedekahkan. Baru kali ini dalam sejarah NKRI â€” merasa luar biasa",positif,prabowo jangan_harta jiwa raga ikan sandiaga gaji sedekah baru kali sejarah nkri rasa luar biasa
